,mfg,sell,demand,fcost,rma
47040,191,422.11,6675,133.7,1
47041,275,607.75,4609,192.5,3
47042,83,183.43,3239,58.1,3
47043,89,196.69,2666,62.3,1
47044,240,530.4,4477,168.0,3
47045,86,190.05999999999997,2737,60.2,3
47046,203,448.63,1864,142.1,2
47047,200,442.0,4685,140.0,2
47048,409,903.8899999999999,4884,286.3,2
47049,172,380.11999999999995,5524,120.4,1
47050,485,1071.85,5403,339.5,1
47051,445,983.45,4956,311.5,1
47052,312,689.52,1732,218.4,1
47053,259,572.39,6223,181.3,3
47054,237,523.77,6871,165.9,2
47055,372,822.12,1524,260.4,3
47056,404,892.8399999999999,4987,282.8,2
47057,366,808.86,4748,256.2,2
47058,194,428.74,5866,135.8,3
47059,79,174.59,4335,55.3,1
47060,198,437.58000000000004,3238,138.6,1
47061,467,1032.07,3584,326.9,2
47062,233,514.9300000000001,1927,163.1,2
47063,309,682.8899999999999,5635,216.3,2
47064,412,910.52,1560,288.4,3
47065,104,229.84,3407,72.8,2
47066,84,185.64000000000001,5432,58.8,1
47067,96,212.15999999999997,5703,67.2,1
47068,195,430.95,4142,136.5,2
47069,411,908.3100000000001,6928,287.7,2
47070,429,948.0899999999999,2294,300.3,2
47071,251,554.71,1599,175.7,3
47072,463,1023.23,1749,324.1,1
47073,51,112.71000000000001,4463,35.7,2
47074,341,753.61,5444,238.7,1
47075,353,780.13,3121,247.10000000000002,1
47076,342,755.8199999999999,6584,239.4,1
47077,109,240.89000000000001,2335,76.3,3
47078,298,658.58,4911,208.6,2
47079,282,623.22,2947,197.4,2
47080,341,753.61,6194,238.7,1
47081,105,232.05,2587,73.5,3
47082,329,727.0899999999999,4161,230.3,2
47083,226,499.46,2768,158.2,3
47084,122,269.62,5447,85.4,1
47085,253,559.13,4029,177.1,2
47086,245,541.45,2509,171.5,1
47087,161,355.81,4609,112.7,2
47088,51,112.71000000000001,6160,35.7,3
47089,164,362.44,3930,114.80000000000001,2
47090,473,1045.33,3278,331.1,1
47091,54,119.34,5282,37.8,2
47092,412,910.52,5219,288.4,1
47093,180,397.8,6516,126.0,1
47094,365,806.65,5610,255.5,3
47095,467,1032.07,6673,326.9,2
47096,405,895.05,5563,283.5,1
47097,366,808.86,5016,256.2,3
47098,463,1023.23,4598,324.1,3
47099,55,121.55,3319,38.5,2
47100,178,393.38,2120,124.6,3
47101,238,525.98,2192,166.6,3
47102,429,948.0899999999999,4865,300.3,2
47103,297,656.37,5312,207.9,3
47104,194,428.74,3812,135.8,3
47105,479,1058.59,5115,335.3,1
47106,173,382.33000000000004,2921,121.1,2
47107,300,663.0,2198,210.0,2
47108,151,333.71,6483,105.7,3
47109,490,1082.9,1713,343.0,2
47110,373,824.33,5883,261.1,3
47111,466,1029.8600000000001,4268,326.2,1
47112,99,218.79000000000002,5333,69.3,2
47113,91,201.10999999999999,5311,63.7,2
47114,324,716.04,3792,226.8,2
47115,137,302.77,4262,95.9,3
47116,123,271.83,4199,86.1,2
47117,498,1100.58,5160,348.6,1
47118,120,265.2,4378,84.0,1
47119,391,864.11,6394,273.7,2
47120,405,895.05,3237,283.5,3
47121,472,1043.12,2698,330.4,1
47122,400,884.0,4619,280.0,2
47123,304,671.8399999999999,2189,212.8,3
47124,110,243.1,5792,77.0,3
47125,206,455.26,5210,144.2,2
47126,408,901.6800000000001,3627,285.6,3
47127,76,167.95999999999998,5444,53.2,2
47128,197,435.36999999999995,1932,137.9,2
47129,179,395.59000000000003,1939,125.30000000000001,2
47130,153,338.13,4240,107.1,2
47131,133,293.93,3621,93.1,1
47132,375,828.75,5736,262.5,1
47133,296,654.16,5677,207.2,3
47134,90,198.9,3557,63.0,3
47135,353,780.13,2395,247.10000000000002,1
47136,431,952.51,2714,301.7,1
47137,367,811.0699999999999,5437,256.9,2
47138,287,634.27,1625,200.9,3
47139,196,433.15999999999997,3171,137.2,1
47140,257,567.97,4094,179.9,3
47141,273,603.33,6542,191.1,3
47142,332,733.72,2107,232.4,2
47143,280,618.8,4694,196.0,2
47144,241,532.61,1512,168.7,3
47145,213,470.73,2806,149.1,1
47146,263,581.23,2456,184.1,2
47147,496,1096.16,3329,347.2,1
47148,434,959.1399999999999,5175,303.8,3
47149,355,784.55,1845,248.5,3
47150,225,497.25,6862,157.5,3
47151,53,117.13,5756,37.1,1
47152,198,437.58000000000004,2422,138.6,1
47153,413,912.73,1660,289.1,2
47154,396,875.1600000000001,4340,277.2,1
47155,281,621.01,3778,196.7,1
47156,319,704.9899999999999,6487,223.3,1
47157,157,346.96999999999997,5918,109.9,1
47158,234,517.14,6804,163.8,2
47159,167,369.06999999999994,2237,116.9,1
47160,198,437.58000000000004,6224,138.6,2
47161,434,959.1399999999999,1869,303.8,3
47162,180,397.8,2183,126.0,3
47163,76,167.95999999999998,3587,53.2,1
47164,230,508.3,5405,161.0,1
47165,255,563.55,3047,178.5,3
47166,329,727.0899999999999,4513,230.3,1
47167,237,523.77,5533,165.9,2
47168,309,682.8899999999999,2795,216.3,1
47169,176,388.96,3845,123.2,3
47170,368,813.28,2372,257.6,1
47171,386,853.0600000000001,3313,270.2,2
47172,420,928.2,3875,294.0,1
47173,307,678.47,2506,214.9,1
47174,471,1040.91,5813,329.7,1
47175,437,965.77,2245,305.9,2
47176,450,994.5,3544,315.0,1
47177,65,143.65,4703,45.5,3
47178,173,382.33000000000004,4947,121.1,3
47179,356,786.76,6478,249.2,3
47180,351,775.71,2450,245.7,3
47181,358,791.1800000000001,3433,250.60000000000002,3
47182,147,324.87,6383,102.9,3
47183,146,322.65999999999997,4991,102.2,3
47184,229,506.09000000000003,2760,160.3,3
47185,459,1014.3899999999999,5290,321.3,1
47186,384,848.6399999999999,3986,268.8,2
47187,432,954.72,5274,302.4,2
47188,71,156.91,3195,49.7,1
47189,69,152.49,6127,48.3,2
47190,420,928.2,4447,294.0,3
47191,111,245.30999999999997,3547,77.7,2
47192,293,647.53,6503,205.1,1
47193,345,762.45,3295,241.5,3
47194,291,643.11,4348,203.7,3
47195,381,842.01,2009,266.7,3
47196,223,492.83000000000004,4162,156.1,3
47197,394,870.7399999999999,4436,275.8,3
47198,258,570.1800000000001,4592,180.6,3
47199,298,658.58,2786,208.6,1
47200,426,941.46,3465,298.2,3
47201,242,534.8199999999999,2329,169.4,3
47202,474,1047.54,6959,331.8,2
47203,489,1080.69,6880,342.3,1
47204,470,1038.7,3546,329.0,3
47205,436,963.5600000000001,6442,305.2,1
47206,210,464.1,4581,147.0,2
47207,171,377.90999999999997,4948,119.7,3
47208,426,941.46,6982,298.2,2
47209,413,912.73,6870,289.1,2
47210,333,735.9300000000001,2261,233.10000000000002,3
47211,370,817.7,2814,259.0,3
47212,217,479.56999999999994,4194,151.9,2
47213,258,570.1800000000001,1939,180.6,2
47214,115,254.15,6857,80.5,3
47215,313,691.73,6758,219.1,3
47216,419,925.9899999999999,2548,293.3,1
47217,435,961.35,2328,304.5,2
47218,92,203.32,1740,64.4,2
47219,474,1047.54,2542,331.8,1
47220,457,1009.97,6210,319.9,3
47221,498,1100.58,1659,348.6,2
47222,421,930.4100000000001,5401,294.7,3
47223,274,605.54,3660,191.8,2
47224,295,651.95,6054,206.5,1
47225,120,265.2,5801,84.0,3
47226,472,1043.12,4344,330.4,1
47227,427,943.67,6327,298.9,1
47228,101,223.20999999999998,4046,70.7,3
47229,419,925.9899999999999,6718,293.3,3
47230,95,209.95,1856,66.5,2
47231,156,344.76,4159,109.2,2
47232,284,627.64,6162,198.8,1
47233,393,868.53,5306,275.1,3
47234,434,959.1399999999999,2718,303.8,1
47235,494,1091.74,4183,345.8,3
47236,244,539.24,1594,170.8,1
47237,264,583.44,5512,184.8,3
47238,128,282.88,3139,89.6,3
47239,190,419.9,3251,133.0,1
47240,403,890.63,4467,282.1,1
47241,138,304.98,3223,96.6,1
47242,249,550.29,3442,174.3,3
47243,65,143.65,3223,45.5,1
47244,185,408.85,1596,129.5,1
47245,282,623.22,1974,197.4,1
47246,200,442.0,3010,140.0,2
47247,111,245.30999999999997,6425,77.7,2
47248,213,470.73,6345,149.1,1
47249,269,594.49,4189,188.3,1
47250,211,466.31,2800,147.7,1
47251,408,901.6800000000001,6806,285.6,1
47252,323,713.83,6241,226.10000000000002,2
47253,497,1098.37,2092,347.9,3
47254,77,170.17000000000002,6507,53.9,1
47255,271,598.91,4660,189.7,3
47256,71,156.91,5698,49.7,3
47257,367,811.0699999999999,2324,256.9,1
47258,259,572.39,5730,181.3,1
47259,266,587.86,2260,186.2,2
47260,314,693.9399999999999,2283,219.8,1
47261,244,539.24,2750,170.8,1
47262,381,842.01,5971,266.7,1
47263,272,601.12,2422,190.4,1
47264,382,844.22,4444,267.4,2
47265,216,477.36,4381,151.2,3
47266,81,179.01,4380,56.7,1
47267,414,914.9399999999999,3517,289.8,3
47268,333,735.9300000000001,3369,233.10000000000002,3
47269,136,300.56,2791,95.2,3
47270,249,550.29,3420,174.3,1
47271,333,735.9300000000001,3119,233.10000000000002,3
47272,306,676.26,6593,214.2,2
47273,434,959.1399999999999,4419,303.8,3
47274,160,353.6,4083,112.0,1
47275,368,813.28,5760,257.6,2
47276,436,963.5600000000001,2851,305.2,3
47277,148,327.08,3957,103.6,2
47278,300,663.0,2600,210.0,1
47279,467,1032.07,4376,326.9,1
47280,301,665.21,5693,210.7,2
47281,362,800.02,5758,253.4,2
47282,403,890.63,5828,282.1,2
47283,63,139.23,2337,44.1,3
47284,369,815.4899999999999,2540,258.3,3
47285,410,906.1,4207,287.0,2
47286,216,477.36,3582,151.2,3
47287,351,775.71,6077,245.7,3
47288,135,298.35,3144,94.5,1
47289,499,1102.79,6287,349.3,3
47290,122,269.62,3824,85.4,1
47291,141,311.61,5690,98.7,3
47292,290,640.9,6895,203.0,2
47293,57,125.97,3292,39.9,3
47294,225,497.25,4119,157.5,3
47295,329,727.0899999999999,2426,230.3,3
47296,111,245.30999999999997,4219,77.7,1
47297,318,702.78,5685,222.6,2
47298,132,291.72,5246,92.4,2
47299,78,172.38,4774,54.6,3
47300,332,733.72,2186,232.4,1
47301,384,848.6399999999999,5608,268.8,2
47302,230,508.3,4040,161.0,3
47303,127,280.67,5637,88.9,1
47304,193,426.53000000000003,2400,135.1,3
47305,468,1034.28,6206,327.6,2
47306,214,472.94,6583,149.8,3
47307,243,537.03,6014,170.1,3
47308,321,709.4100000000001,1554,224.7,1
47309,446,985.6600000000001,6420,312.2,1
47310,239,528.19,6695,167.3,2
47311,424,937.04,2761,296.8,1
47312,266,587.86,4128,186.2,1
47313,156,344.76,2291,109.2,1
47314,408,901.6800000000001,6241,285.6,3
47315,464,1025.44,4238,324.8,3
47316,498,1100.58,4870,348.6,1
47317,292,645.3199999999999,5383,204.4,2
47318,74,163.54,6937,51.8,2
47319,358,791.1800000000001,4417,250.60000000000002,3
47320,328,724.88,4363,229.60000000000002,3
47321,312,689.52,3953,218.4,2
47322,412,910.52,5984,288.4,2
47323,461,1018.8100000000001,2007,322.7,2
47324,277,612.17,4194,193.9,3
47325,491,1085.1100000000001,5219,343.7,3
47326,337,744.77,2753,235.9,3
47327,367,811.0699999999999,4286,256.9,1
47328,86,190.05999999999997,3589,60.2,2
47329,409,903.8899999999999,2621,286.3,2
47330,318,702.78,6462,222.6,1
47331,315,696.15,4931,220.5,1
47332,434,959.1399999999999,6970,303.8,1
47333,123,271.83,3363,86.1,2
47334,90,198.9,3896,63.0,3
47335,375,828.75,4138,262.5,2
47336,97,214.37,2694,67.9,1
47337,352,777.92,5166,246.4,2
47338,443,979.03,4134,310.1,2
47339,389,859.6899999999999,6190,272.3,2
47340,488,1078.48,2593,341.6,3
47341,488,1078.48,2302,341.6,1
47342,360,795.6,5649,252.0,1
47343,395,872.95,4541,276.5,1
47344,168,371.28000000000003,6505,117.6,3
47345,425,939.25,4186,297.5,2
47346,337,744.77,4132,235.9,3
47347,453,1001.13,4219,317.1,2
47348,263,581.23,2284,184.1,1
47349,190,419.9,6841,133.0,3
47350,443,979.03,3971,310.1,2
47351,256,565.76,1879,179.2,3
47352,83,183.43,3763,58.1,3
47353,259,572.39,6405,181.3,3
47354,95,209.95,4750,66.5,3
47355,200,442.0,3364,140.0,3
47356,481,1063.01,5739,336.7,2
47357,411,908.3100000000001,4237,287.7,2
47358,392,866.3199999999999,4914,274.4,3
47359,488,1078.48,2761,341.6,1
47360,72,159.12,3843,50.4,1
47361,310,685.1,6944,217.0,1
47362,221,488.40999999999997,6693,154.7,2
47363,430,950.3,5323,301.0,1
47364,356,786.76,5473,249.2,2
47365,371,819.9100000000001,4643,259.7,2
47366,167,369.06999999999994,4268,116.9,3
47367,299,660.79,2366,209.3,3
47368,296,654.16,3190,207.2,3
47369,432,954.72,5410,302.4,2
47370,474,1047.54,5457,331.8,2
47371,456,1007.76,5803,319.2,3
47372,87,192.27,5477,60.900000000000006,1
47373,235,519.35,2949,164.5,2
47374,151,333.71,5844,105.7,3
47375,459,1014.3899999999999,2694,321.3,3
47376,272,601.12,1980,190.4,1
47377,202,446.41999999999996,2551,141.4,1
47378,111,245.30999999999997,2418,77.7,1
47379,70,154.7,4396,49.0,3
47380,391,864.11,3512,273.7,3
47381,104,229.84,3248,72.8,1
47382,455,1005.55,4740,318.5,1
47383,248,548.08,3122,173.6,3
47384,364,804.4399999999999,5031,254.8,1
47385,203,448.63,1922,142.1,2
47386,375,828.75,4628,262.5,1
47387,142,313.82,4434,99.4,3
47388,116,256.36,1515,81.2,2
47389,282,623.22,6345,197.4,2
47390,190,419.9,6638,133.0,2
47391,439,970.1899999999999,5448,307.3,3
47392,287,634.27,4169,200.9,1
47393,276,609.96,6853,193.2,2
47394,226,499.46,4480,158.2,3
47395,106,234.26,3025,74.2,2
47396,495,1093.95,2786,346.5,3
47397,362,800.02,3662,253.4,2
47398,160,353.6,4730,112.0,2
47399,284,627.64,5509,198.8,3
47400,71,156.91,6986,49.7,1
47401,136,300.56,5124,95.2,3
47402,410,906.1,3744,287.0,2
47403,427,943.67,6196,298.9,1
47404,249,550.29,5269,174.3,2
47405,227,501.66999999999996,3944,158.9,2
47406,386,853.0600000000001,1586,270.2,2
47407,486,1074.06,6989,340.2,3
47408,338,746.98,6194,236.60000000000002,3
47409,451,996.71,5544,315.7,1
47410,499,1102.79,5419,349.3,2
47411,118,260.78,3523,82.6,1
47412,117,258.57,3847,81.9,1
47413,402,888.42,4847,281.4,3
47414,381,842.01,4474,266.7,2
47415,172,380.11999999999995,5146,120.4,1
47416,288,636.48,3710,201.6,2
47417,277,612.17,2013,193.9,3
47418,160,353.6,3947,112.0,2
47419,436,963.5600000000001,5835,305.2,2
47420,411,908.3100000000001,5325,287.7,1
47421,75,165.75,3133,52.5,1
47422,336,742.5600000000001,5476,235.2,1
47423,425,939.25,2256,297.5,2
47424,67,148.07,5655,46.9,2
47425,433,956.9300000000001,5124,303.1,2
47426,271,598.91,6586,189.7,2
47427,381,842.01,6937,266.7,2
47428,437,965.77,3229,305.9,3
47429,387,855.27,2036,270.9,3
47430,226,499.46,6668,158.2,2
47431,313,691.73,2958,219.1,2
47432,492,1087.32,4664,344.4,1
47433,73,161.32999999999998,4059,51.1,2
47434,77,170.17000000000002,5213,53.9,2
47435,168,371.28000000000003,6401,117.6,2
47436,324,716.04,4356,226.8,3
47437,334,738.1399999999999,4509,233.8,2
47438,94,207.74,6575,65.8,1
47439,196,433.15999999999997,1774,137.2,3
47440,120,265.2,3318,84.0,1
47441,54,119.34,3558,37.8,1
47442,312,689.52,4750,218.4,2
47443,390,861.9,6337,273.0,2
47444,361,797.8100000000001,2225,252.7,3
47445,430,950.3,5924,301.0,1
47446,252,556.92,5774,176.4,1
47447,52,114.92,2851,36.4,1
47448,363,802.23,5427,254.10000000000002,2
47449,172,380.11999999999995,4228,120.4,1
47450,296,654.16,3974,207.2,3
47451,174,384.54,6496,121.80000000000001,3
47452,177,391.16999999999996,6908,123.9,3
47453,252,556.92,2278,176.4,3
47454,457,1009.97,2093,319.9,3
47455,414,914.9399999999999,4755,289.8,1
47456,169,373.49,6038,118.30000000000001,3
47457,409,903.8899999999999,5979,286.3,1
47458,484,1069.6399999999999,5049,338.8,1
47459,199,439.79,6674,139.3,3
47460,379,837.5899999999999,4040,265.3,2
47461,125,276.25,5259,87.5,1
47462,65,143.65,6785,45.5,1
47463,365,806.65,5508,255.5,3
47464,80,176.8,4566,56.0,3
47465,162,358.02,4038,113.4,3
47466,95,209.95,3591,66.5,3
47467,189,417.69,1930,132.3,1
47468,203,448.63,4007,142.1,3
47469,231,510.51,5356,161.7,3
47470,89,196.69,1996,62.3,1
47471,478,1056.38,4044,334.6,1
47472,360,795.6,6938,252.0,1
47473,149,329.29,3981,104.3,1
47474,330,729.3,3001,231.0,1
47475,85,187.85,5182,59.5,1
47476,75,165.75,5030,52.5,2
47477,290,640.9,3666,203.0,3
47478,390,861.9,2084,273.0,2
47479,350,773.5,3843,245.0,1
47480,490,1082.9,3330,343.0,3
47481,323,713.83,3204,226.10000000000002,2
47482,424,937.04,3153,296.8,1
47483,312,689.52,1773,218.4,1
47484,55,121.55,3578,38.5,3
47485,442,976.8199999999999,4919,309.4,1
47486,451,996.71,4505,315.7,1
47487,233,514.9300000000001,3769,163.1,3
47488,472,1043.12,3595,330.4,3
47489,201,444.21,4264,140.7,3
47490,373,824.33,4985,261.1,1
47491,393,868.53,1566,275.1,3
47492,352,777.92,3708,246.4,2
47493,281,621.01,6365,196.7,1
47494,185,408.85,5167,129.5,3
47495,326,720.46,4034,228.2,3
47496,261,576.81,1810,182.7,2
47497,489,1080.69,2721,342.3,2
47498,435,961.35,1690,304.5,3
47499,90,198.9,6918,63.0,1
47500,323,713.83,6228,226.10000000000002,1
47501,316,698.36,1613,221.2,2
47502,271,598.91,1566,189.7,1
47503,256,565.76,6216,179.2,1
47504,190,419.9,2369,133.0,1
47505,93,205.53,4068,65.1,3
47506,236,521.56,2737,165.2,2
47507,106,234.26,5092,74.2,2
47508,269,594.49,2129,188.3,1
47509,233,514.9300000000001,2265,163.1,3
47510,398,879.58,5426,278.6,2
47511,428,945.88,5596,299.6,2
47512,437,965.77,5367,305.9,2
47513,65,143.65,2732,45.5,3
47514,358,791.1800000000001,1975,250.60000000000002,2
47515,108,238.68,2058,75.6,2
47516,53,117.13,3699,37.1,1
47517,323,713.83,2164,226.10000000000002,2
47518,414,914.9399999999999,6878,289.8,1
47519,451,996.71,5402,315.7,2
47520,461,1018.8100000000001,5874,322.7,2
47521,55,121.55,3019,38.5,2
47522,488,1078.48,5298,341.6,2
47523,419,925.9899999999999,3023,293.3,2
47524,495,1093.95,2284,346.5,2
47525,269,594.49,3006,188.3,1
47526,57,125.97,1952,39.9,3
47527,354,782.3399999999999,4617,247.8,2
47528,228,503.88,1577,159.6,1
47529,339,749.1899999999999,3592,237.3,3
47530,129,285.09000000000003,5705,90.3,1
47531,266,587.86,5190,186.2,2
47532,436,963.5600000000001,6633,305.2,3
47533,342,755.8199999999999,5604,239.4,3
47534,69,152.49,4549,48.3,2
47535,112,247.52,2276,78.4,1
47536,443,979.03,4718,310.1,2
47537,81,179.01,3557,56.7,1
47538,450,994.5,6745,315.0,3
47539,410,906.1,4029,287.0,1
47540,311,687.3100000000001,5638,217.7,1
47541,319,704.9899999999999,6852,223.3,1
47542,136,300.56,4669,95.2,3
47543,242,534.8199999999999,5735,169.4,1
47544,239,528.19,2448,167.3,2
47545,226,499.46,6581,158.2,2
47546,188,415.48,6435,131.6,1
47547,232,512.72,4432,162.4,3
47548,355,784.55,3063,248.5,3
47549,396,875.1600000000001,1834,277.2,2
47550,238,525.98,2401,166.6,1
47551,253,559.13,3444,177.1,2
47552,136,300.56,1714,95.2,1
47553,84,185.64000000000001,5477,58.8,2
47554,335,740.35,4721,234.5,1
47555,235,519.35,1903,164.5,3
47556,447,987.87,4452,312.9,3
47557,450,994.5,2846,315.0,1
47558,245,541.45,3586,171.5,3
47559,119,262.99,1938,83.3,1
47560,482,1065.22,6158,337.4,1
47561,120,265.2,5510,84.0,2
47562,390,861.9,2266,273.0,2
47563,274,605.54,3468,191.8,1
47564,59,130.39,4326,41.3,3
47565,492,1087.32,4030,344.4,1
47566,487,1076.27,5577,340.9,3
47567,241,532.61,2211,168.7,1
47568,318,702.78,5233,222.6,1
47569,111,245.30999999999997,4081,77.7,1
47570,439,970.1899999999999,3289,307.3,2
47571,155,342.55,4112,108.5,2
47572,419,925.9899999999999,4331,293.3,2
47573,433,956.9300000000001,6315,303.1,3
47574,315,696.15,4950,220.5,1
47575,262,579.02,4246,183.4,2
47576,100,221.0,6237,70.0,3
47577,94,207.74,2228,65.8,1
47578,83,183.43,2968,58.1,2
47579,270,596.7,5799,189.0,3
47580,318,702.78,6044,222.6,2
47581,429,948.0899999999999,2234,300.3,2
47582,262,579.02,4169,183.4,1
47583,129,285.09000000000003,3770,90.3,1
47584,57,125.97,4270,39.9,1
47585,192,424.31999999999994,2900,134.4,3
47586,256,565.76,5831,179.2,2
47587,50,110.5,1884,35.0,3
47588,307,678.47,3823,214.9,3
47589,385,850.85,2925,269.5,3
47590,99,218.79000000000002,6068,69.3,3
47591,208,459.68,5135,145.6,1
47592,405,895.05,2948,283.5,1
47593,136,300.56,2521,95.2,1
47594,96,212.15999999999997,3673,67.2,3
47595,298,658.58,5455,208.6,3
47596,335,740.35,5094,234.5,3
47597,483,1067.43,6306,338.1,2
47598,407,899.47,1662,284.9,3
47599,121,267.40999999999997,3941,84.7,3
47600,491,1085.1100000000001,2026,343.7,3
47601,398,879.58,2222,278.6,3
47602,119,262.99,6794,83.3,2
47603,134,296.14,3904,93.8,2
47604,207,457.46999999999997,2078,144.9,2
47605,295,651.95,4647,206.5,3
47606,110,243.1,4464,77.0,3
47607,292,645.3199999999999,6520,204.4,3
47608,365,806.65,2439,255.5,3
47609,311,687.3100000000001,5137,217.7,2
47610,73,161.32999999999998,2216,51.1,1
47611,267,590.0699999999999,4027,186.9,1
47612,395,872.95,6116,276.5,3
47613,252,556.92,6011,176.4,3
47614,172,380.11999999999995,2008,120.4,2
47615,336,742.5600000000001,6606,235.2,3
47616,463,1023.23,3307,324.1,3
47617,118,260.78,3615,82.6,1
47618,162,358.02,1589,113.4,1
47619,177,391.16999999999996,1632,123.9,2
47620,97,214.37,4345,67.9,3
47621,169,373.49,3215,118.30000000000001,3
47622,137,302.77,2335,95.9,3
47623,249,550.29,1547,174.3,2
47624,338,746.98,4711,236.60000000000002,2
47625,204,450.84000000000003,4292,142.8,1
47626,195,430.95,2834,136.5,2
47627,473,1045.33,3939,331.1,3
47628,97,214.37,1969,67.9,1
47629,368,813.28,3630,257.6,3
47630,414,914.9399999999999,6262,289.8,1
47631,370,817.7,1690,259.0,3
47632,111,245.30999999999997,2596,77.7,2
47633,130,287.3,4417,91.0,2
47634,361,797.8100000000001,4211,252.7,3
47635,297,656.37,5452,207.9,2
47636,187,413.27,6667,130.9,2
47637,135,298.35,6141,94.5,3
47638,109,240.89000000000001,3874,76.3,1
47639,315,696.15,4107,220.5,2
47640,287,634.27,4279,200.9,3
47641,286,632.06,6154,200.2,3
47642,128,282.88,3464,89.6,1
47643,369,815.4899999999999,5175,258.3,1
47644,187,413.27,3023,130.9,1
47645,368,813.28,5815,257.6,2
47646,140,309.4,4353,98.0,1
47647,258,570.1800000000001,4510,180.6,1
47648,465,1027.65,4636,325.5,3
47649,482,1065.22,1796,337.4,1
47650,256,565.76,4189,179.2,3
47651,472,1043.12,2830,330.4,3
47652,486,1074.06,3895,340.2,2
47653,142,313.82,4791,99.4,2
47654,331,731.51,5232,231.7,2
47655,379,837.5899999999999,3553,265.3,1
47656,126,278.46,3618,88.2,3
47657,324,716.04,2468,226.8,1
47658,480,1060.8,4624,336.0,2
47659,379,837.5899999999999,1507,265.3,3
47660,63,139.23,4483,44.1,2
47661,280,618.8,3244,196.0,2
47662,423,934.83,3621,296.1,1
47663,285,629.85,1516,199.5,2
47664,337,744.77,5387,235.9,1
47665,90,198.9,3215,63.0,1
47666,266,587.86,3712,186.2,3
47667,281,621.01,3032,196.7,1
47668,291,643.11,4950,203.7,3
47669,220,486.2,2940,154.0,2
47670,288,636.48,2448,201.6,1
47671,347,766.87,6016,242.9,2
47672,207,457.46999999999997,3126,144.9,2
47673,109,240.89000000000001,2705,76.3,2
47674,105,232.05,1883,73.5,3
47675,377,833.17,1571,263.9,2
47676,292,645.3199999999999,6653,204.4,2
47677,99,218.79000000000002,6136,69.3,2
47678,85,187.85,4073,59.5,1
47679,360,795.6,6178,252.0,2
47680,262,579.02,4125,183.4,3
47681,423,934.83,6658,296.1,1
47682,404,892.8399999999999,1736,282.8,3
47683,468,1034.28,2491,327.6,1
47684,129,285.09000000000003,4175,90.3,1
47685,134,296.14,4980,93.8,3
47686,52,114.92,3185,36.4,2
47687,495,1093.95,3232,346.5,2
47688,308,680.6800000000001,3123,215.6,2
47689,207,457.46999999999997,2619,144.9,2
47690,310,685.1,6547,217.0,1
47691,110,243.1,2937,77.0,3
47692,71,156.91,6644,49.7,2
47693,262,579.02,2165,183.4,3
47694,281,621.01,3947,196.7,2
47695,150,331.5,5846,105.0,1
47696,474,1047.54,5076,331.8,2
47697,415,917.15,3084,290.5,2
47698,319,704.9899999999999,3856,223.3,2
47699,244,539.24,3173,170.8,2
47700,59,130.39,6548,41.3,3
47701,242,534.8199999999999,5218,169.4,3
47702,437,965.77,6215,305.9,2
47703,223,492.83000000000004,3505,156.1,2
47704,388,857.48,5413,271.6,2
47705,348,769.08,3667,243.60000000000002,2
47706,74,163.54,2635,51.8,3
47707,75,165.75,2431,52.5,3
47708,283,625.4300000000001,6106,198.1,2
47709,231,510.51,6058,161.7,2
47710,430,950.3,4222,301.0,3
47711,324,716.04,6729,226.8,3
47712,145,320.45,5354,101.5,3
47713,63,139.23,3124,44.1,2
47714,406,897.26,6059,284.2,3
47715,356,786.76,2015,249.2,2
47716,138,304.98,3353,96.6,2
47717,475,1049.75,6239,332.5,3
47718,113,249.73,6669,79.1,1
47719,147,324.87,3653,102.9,1
47720,371,819.9100000000001,5997,259.7,2
47721,189,417.69,3717,132.3,2
47722,266,587.86,4366,186.2,1
47723,172,380.11999999999995,3180,120.4,3
47724,376,830.96,6635,263.2,1
47725,442,976.8199999999999,2947,309.4,3
47726,437,965.77,4034,305.9,1
47727,252,556.92,3430,176.4,2
47728,384,848.6399999999999,6299,268.8,2
47729,143,316.03,1618,100.1,3
47730,106,234.26,2004,74.2,2
47731,86,190.05999999999997,6296,60.2,1
47732,488,1078.48,4416,341.6,2
47733,476,1051.96,2033,333.2,3
47734,465,1027.65,4326,325.5,2
47735,163,360.23,6292,114.1,1
47736,153,338.13,3191,107.1,2
47737,225,497.25,4959,157.5,3
47738,204,450.84000000000003,1671,142.8,3
47739,447,987.87,3363,312.9,3
47740,378,835.38,6568,264.6,1
47741,384,848.6399999999999,4892,268.8,1
47742,67,148.07,6082,46.9,1
47743,266,587.86,5567,186.2,3
47744,333,735.9300000000001,6358,233.10000000000002,3
47745,98,216.57999999999998,1772,68.6,2
47746,489,1080.69,3366,342.3,3
47747,390,861.9,6252,273.0,1
47748,96,212.15999999999997,4751,67.2,1
47749,475,1049.75,3755,332.5,1
47750,443,979.03,3714,310.1,3
47751,428,945.88,5537,299.6,1
47752,145,320.45,5016,101.5,2
47753,327,722.67,1885,228.9,1
47754,90,198.9,5208,63.0,2
47755,60,132.6,3383,42.0,3
47756,459,1014.3899999999999,5840,321.3,3
47757,277,612.17,1806,193.9,1
47758,332,733.72,1811,232.4,1
47759,291,643.11,6349,203.7,2
47760,179,395.59000000000003,6005,125.30000000000001,3
47761,55,121.55,2225,38.5,1
47762,142,313.82,2482,99.4,2
47763,76,167.95999999999998,6448,53.2,3
47764,448,990.08,5908,313.6,3
